Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
W749X2YAWU,2024-07-24 00:46:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EL AL - ISRAEL AIRLINES LTD.,VVYM9N3KFU,ELY081,4XECF,LLBG,TLV,VTBS,BKK,BOEING,BOEING 777-200,B772,247210.0,2024-07-24 @ 00:46 UTC,2024-07-24 @ 01:30 UTC,00:44:00,0a257889-b919-4a7b-92cf-0f4fe2cbb57e,c8acd49a-fba1-43bc-b9eb-9c97aef2fe47,27,27,2640,40380,8647.93,249,249,false,2024-07-23 20:13:00 UTC,2024-07-24 07:26:00 UTC,2024-07-23 19:45:00 UTC,2024-07-24 07:00:00 UTC
YJPXKKEMAV,2024-07-23 22:37:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE788,A6EPK,DGAA,ACC,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-23 @ 22:37 UTC,2024-07-24 @ 00:24 UTC,01:47:00,9a0a2c35-de0f-4ce2-8f45-1e8356eab49e,2cdca586-f811-41c8-9025-83c014a489cf,4,4,6420,30900,7433.83,179,179,false,2024-07-23 17:39:00 UTC,2024-07-24 02:14:00 UTC,2024-07-23 17:20:00 UTC,2024-07-24 02:10:00 UTC
WM9UQC394V,2024-07-29 02:04:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR652,FGSQN,LFPG,CDG,FMEE,RUN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-29 @ 02:04 UTC,2024-07-29 @ 02:53 UTC,00:49:00,4dd0cebe-ad51-4942-86c5-e753e6c2b9d0,cccf28ff-ca3f-4d9d-818e-20761a811b13,30,30,2940,37080,9604.91,244,245,false,2024-07-28 19:08:00 UTC,2024-07-29 05:26:00 UTC,2024-07-28 16:05:00 UTC,2024-07-29 03:05:00 UTC
4QPWE9QEQM,2024-07-24 04:22:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR AUSTRAL,NY9EAMYFE4,REU972,FOREU,LFPG,CDG,FMEE,RUN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-24 @ 04:22 UTC,2024-07-24 @ 04:51 UTC,00:29:00,a7825468-a517-4975-9fc9-8a6abfe330ca,74cf98dd-856c-4392-864d-bbd996e4878a,31,31,1740,38040,9545.44,257,257,false,2024-07-23 21:10:00 UTC,2024-07-24 07:44:00 UTC,2024-07-23 20:45:00 UTC,2024-07-24 07:55:00 UTC
J3D4ZN2FC3,2024-07-29 00:41:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1259,A6FMA,OMDB,DXB,HTZA,ZNZ,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-29 @ 00:41 UTC,2024-07-29 @ 02:53 UTC,02:12:00,d4618a6e-2f15-4a66-861a-5cd3479101b5,1463a320-df05-4950-add0-b6d9721d9c7e,35,35,7920,17160,4102.95,113,114,false,2024-07-28 22:59:00 UTC,2024-07-29 03:45:00 UTC,2024-07-28 22:30:00 UTC,2024-07-29 04:00:00 UTC
4QVLJJEFJW,2024-07-11 17:45:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR30B,A7BEB,OTHH,DOH,HKJK,NBO,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-11 @ 17:45 UTC,2024-07-11 @ 19:55 UTC,02:10:00,5f5d4e5b-1570-4780-a2a5-2aeb51b844cc,d59b1db1-d890-4f6b-91c1-ee2b3ae550f7,4,4,7800,17100,4038.97,92,92,false,2024-07-11 15:55:00 UTC,2024-07-11 20:40:00 UTC,2024-07-11 15:30:00 UTC,2024-07-11 20:50:00 UTC
DU2Q24YAKH,2024-07-29 00:12:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU53,3BNCE,EGKK,LGW,FIMP,MRU,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-29 @ 00:12 UTC,2024-07-29 @ 00:40 UTC,00:28:00,6f82e7f1-e8ff-4b0c-884c-26fac182b07f,b24876ca-8c11-48eb-b2fd-12a68a6b6193,30,30,1680,40800,9925.34,266,266,false,2024-07-28 16:23:00 UTC,2024-07-29 03:43:00 UTC,2024-07-28 15:00:00 UTC,2024-07-29 02:40:00 UTC
AJJE7QV7CP,2024-07-23 22:37:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3692,ETAYL,HAAB,ADD,VOMM,MAA,BOEING,BOEING 737-800,B738,70530.0,2024-07-23 @ 22:37 UTC,2024-07-24 @ 00:47 UTC,02:10:00,87b50f5b-a012-4ea9-9ec1-ed170196715e,c7868e89-7fff-4565-b12e-fbc433b2a85d,4,4,7800,24600,4855.33,144,144,false,2024-07-23 22:31:00 UTC,2024-07-24 05:21:00 UTC,,
YMMNZCY3K9,2024-07-29 04:49:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH601,ETAPX,OMDB,DXB,HAAB,ADD,BOEING,BOEING 777-300,B773,299370.0,2024-07-29 @ 04:49 UTC,2024-07-29 @ 04:49 UTC,00:00:00,56099ba0-ec51-48a0-a073-177bf14ab56a,3286f273-355c-4a16-867c-b0bc5df559c4,4,4,0,12180,2972.26,62,62,false,2024-07-29 01:32:00 UTC,2024-07-29 04:55:00 UTC,2024-07-29 00:25:00 UTC,2024-07-29 04:40:00 UTC
9U3YFN9W9F,2024-07-29 04:27:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU14,3BNBQ,FIMP,MRU,LFPG,CDG,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-29 @ 04:27 UTC,2024-07-29 @ 04:27 UTC,00:00:00,1cf418e5-2582-45a3-8c23-03622adf21fe,d0670ab9-f08f-42eb-8ceb-04c755c0a64e,1,2,0,14700,9561.98,206,207,false,2024-07-29 04:27:00 UTC,2024-07-29 08:32:00 UTC,2024-07-28 18:45:00 UTC,2024-07-29 06:35:00 UTC
7TJENFY2DY,2024-07-29 02:52:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH687,ETAVK,VIDP,DEL,HAAB,ADD,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-29 @ 02:52 UTC,2024-07-29 @ 02:52 UTC,00:00:00,29a92323-6141-4ee5-9d3c-5c1818fcc2fd,a4f3b69e-d8ce-4cd6-8f11-e1b8a783be4c,4,4,0,21060,4820.3,175,175,false,2024-07-28 21:21:00 UTC,2024-07-29 03:12:00 UTC,2024-07-28 21:00:00 UTC,2024-07-29 03:30:00 UTC
VA9YU2A2XD,2024-07-29 02:26:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH685,ETAWP,ZSPD,PVG,HAAB,ADD,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-07-29 @ 02:26 UTC,2024-07-29 @ 02:26 UTC,00:00:00,c5c33d4e-c588-49dc-adeb-e9e8d8a5dfe4,37061cd6-2c68-4445-b626-60c6367318ab,4,4,0,36300,9296.24,376,376,false,2024-07-28 16:37:00 UTC,2024-07-29 02:42:00 UTC,2024-07-28 16:20:00 UTC,2024-07-29 03:45:00 UTC
MWWTH2LNYD,2024-07-29 03:33:00 UTC,,,,395.00,USD,395.00,USD,Somalia,CORSE AIR INTERNATIONAL,N49T9VTEMP,CRL910,FHZOE,LFPO,ORY,FMEE,RUN,AIRBUS,AIRBUS A-330-900,A339,251000.0,2024-07-29 @ 03:33 UTC,2024-07-29 @ 04:01 UTC,00:28:00,d108b0ff-abee-42c9-b546-c87aeff310c5,dae9a660-d0de-443a-b0cb-53c961e19830,31,31,1680,29760,9499.45,224,225,false,2024-07-28 19:59:00 UTC,2024-07-29 04:15:00 UTC,2024-07-28 19:15:00 UTC,2024-07-29 06:45:00 UTC
NMUCWN4TVZ,2024-07-06 08:29:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE55V,A6ECM,OMDB,DXB,HUEN,EBB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-06 @ 08:29 UTC,2024-07-06 @ 08:29 UTC,00:00:00,45034703-1799-48db-8f8a-34e3420abb8f,43c22726-6212-4655-9524-2295b24ece43,2,2,0,16140,4112.35,102,102,false,2024-07-06 06:54:00 UTC,2024-07-06 11:23:00 UTC,,
KPP92H7WXP,2024-07-10 07:40:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB611,A6FMC,OMDB,DXB,HJJJ,JUB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-10 @ 07:40 UTC,2024-07-10 @ 10:04 UTC,02:24:00,9b642acd-56cd-4203-b317-c29e8fd28278,f7446ffc-833d-4ccf-beaa-43816fe9fb72,2,2,8640,16800,3919.98,107,107,false,2024-07-10 06:05:00 UTC,2024-07-10 10:45:00 UTC,2024-07-10 05:35:00 UTC,2024-07-10 11:05:00 UTC
YEQ99UNJPN,2024-07-28 13:52:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE726,A6ECX,HTDA,DAR,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-28 @ 13:52 UTC,2024-07-28 @ 15:52 UTC,02:00:00,26244124-53c1-49e3-ad7a-d9beede1473e,6885089c-cedb-48e7-a94d-e20d94b64759,29,29,7200,19260,4364.79,141,141,false,2024-07-28 12:47:00 UTC,2024-07-28 18:08:00 UTC,2024-07-28 12:25:00 UTC,2024-07-28 17:50:00 UTC
WWFCJD3VFM,2024-07-29 15:32:00 UTC,,,,395.00,USD,395.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA310,9HHFA,HKJK,NBO,OMDB,DXB,AIRBUS,AIRBUS A-330-300,A333,230000.0,2024-07-29 @ 15:32 UTC,2024-07-29 @ 18:00 UTC,02:28:00,44bee892-a65a-44ff-b9a1-95a4cded366a,7383356f-1ad7-4a91-9206-65958f060604,4,4,8880,17460,3867.55,97,97,false,2024-07-29 15:05:00 UTC,2024-07-29 19:56:00 UTC,2024-07-29 14:10:00 UTC,2024-07-29 19:25:00 UTC
XTMEA4AJUC,2024-07-29 19:52:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU14,3BNBP,FIMP,MRU,LFPG,CDG,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-29 @ 19:52 UTC,2024-07-29 @ 19:52 UTC,00:00:00,0c5a706c-c60d-464f-b0b4-b87ec5613994,c7dbba99-a0d1-40df-b071-8f463916055d,1,2,0,2040,9499.5,33,34,false,2024-07-29 19:19:00 UTC,2024-07-29 19:53:00 UTC,2024-07-29 18:45:00 UTC,2024-07-30 06:35:00 UTC
KFKKHNJZKN,2024-07-29 18:51:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH843,ETAWJ,FSIA,SEZ,FZAA,FIH,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-29 @ 18:51 UTC,2024-07-29 @ 18:51 UTC,00:00:00,e5fdba35-2370-4510-8867-83c76fc327a1,edb5d440-2267-47bf-a707-2a6adba5749b,1,2,0,6060,5568.6,59,61,false,2024-07-29 18:51:00 UTC,2024-07-29 20:32:00 UTC,2024-07-29 18:35:00 UTC,2024-07-29 23:05:00 UTC
V4Z3EHQFVE,2024-07-29 04:11:00 UTC,,,,345.00,USD,345.00,USD,Somalia,INTERGLOBE AVIATION PRIVATE LTD (T/A INDIGO),EYJ3FARPKX,IGO1853,VTIIZ,VABB,BOM,HKJK,NBO,AIRBUS,AIRBUS A-320neo,A20N,79000.0,2024-07-29 @ 04:11 UTC,2024-07-29 @ 08:41 UTC,04:30:00,7780aeee-c0a2-446c-8373-12ef15f7e5d3,4e386119-72ed-47cf-a7d0-b3657efbb67d,22,22,16200,19980,4621.16,77,77,false,2024-07-29 03:45:00 UTC,2024-07-29 09:18:00 UTC,2024-07-28 20:50:00 UTC,2024-07-29 02:40:00 UTC
FDPUHFUP7Q,2024-07-28 20:35:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH690,ETBAI,HAAB,ADD,VOBL,BLR,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-28 @ 20:35 UTC,2024-07-28 @ 22:41 UTC,02:06:00,1ebcf0f5-b078-4463-9892-e29023c6cf90,4c474763-397b-4a7a-b3e4-59d8786e146a,4,4,7560,22680,4616.33,115,115,false,2024-07-28 20:28:00 UTC,2024-07-29 02:46:00 UTC,2024-07-28 20:00:00 UTC,2024-07-29 02:40:00 UTC
VXAQZHHUJY,2024-07-24 05:36:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU16,3BNBQ,FIMP,MRU,LFPG,CDG,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-24 @ 05:36 UTC,2024-07-24 @ 05:36 UTC,00:00:00,8875f658-7883-4d97-8c57-06dbc941fd14,cad4bdca-8e9d-4569-ad27-43b70f6aebf3,1,2,0,1500,9503.04,26,27,false,2024-07-24 05:11:00 UTC,2024-07-24 05:36:00 UTC,2024-07-24 05:00:00 UTC,2024-07-24 16:50:00 UTC
FW9V2LMD42,2024-07-29 20:44:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB652,A6FMD,HUEN,EBB,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-29 @ 20:44 UTC,2024-07-29 @ 20:44 UTC,00:00:00,5ed9b119-c633-49df-8da3-c59bd5a5b43d,f42e19ea-456b-4965-a777-95b0c2d787ba,2,2,0,19080,4190.51,90,90,false,2024-07-29 17:17:00 UTC,2024-07-29 22:35:00 UTC,2024-07-29 16:35:00 UTC,2024-07-29 22:15:00 UTC
M4VEL3TDXH,2024-07-21 03:43:00 UTC,,,,395.00,USD,395.00,USD,Somalia,FRENCH BLUE,KKYTYFEWRV,FBU70A,FHMIB,LFPO,ORY,,,AIRBUS,AIRBUS A-350-1000 WXB ,A35K,286670.0,2024-07-21 @ 03:43 UTC,2024-07-21 @ 05:04 UTC,01:21:00,a3b7eed6-5d24-43f9-ae96-3bd67144fb6f,9ece39d8-be40-41b3-9e40-520ee2b4676b,31,31,4860,55860,9329.55,193,193,false,2024-07-20 21:08:00 UTC,2024-07-21 12:39:00 UTC,,
MZLEVFZJVA,2024-07-30 22:19:00 UTC,,,,395.00,USD,395.00,USD,Somalia,FRENCH BLUE,KKYTYFEWRV,FBU72C,FHTOO,LFPO,ORY,FMEE,RUN,AIRBUS,AIRBUS A-350-1000 WXB ,A35K,286670.0,2024-07-30 @ 22:19 UTC,2024-07-30 @ 22:47 UTC,00:28:00,730b4657-a8e4-4286-9f31-b432d25c30e1,eef55443-6057-4e02-a640-555392506c0a,30,30,1680,38220,9466.41,129,129,false,2024-07-30 15:01:00 UTC,2024-07-31 01:38:00 UTC,2024-07-30 14:30:00 UTC,2024-07-31 01:35:00 UTC
VWZP4CQ9ZK,2024-07-24 02:26:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EL AL - ISRAEL AIRLINES LTD.,VVYM9N3KFU,ELY083,4XECD,LLBG,TLV,VTBS,BKK,BOEING,BOEING 777-200,B772,247210.0,2024-07-24 @ 02:26 UTC,2024-07-24 @ 03:48 UTC,01:22:00,ecc50035-2ff6-4f21-8b82-7dee20626ba0,192e46d4-21d7-4425-8e6d-9291027ea0cd,21,21,4920,41580,9008.19,273,273,false,2024-07-23 22:26:00 UTC,2024-07-24 09:59:00 UTC,2024-07-23 21:55:00 UTC,2024-07-24 09:10:00 UTC
U74P43DPML,2024-07-28 18:57:00 UTC,,,,395.00,USD,395.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA310,5YKZA,HKJK,NBO,OMDB,DXB,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-28 @ 18:57 UTC,2024-07-28 @ 21:55 UTC,02:58:00,a22d3469-2852-4617-a614-2535d795b65b,6b64359f-28ae-4f13-a2b3-bcdbc6049f0b,4,4,10680,16560,3840.64,71,71,false,2024-07-28 18:43:00 UTC,2024-07-28 23:19:00 UTC,2024-07-28 14:10:00 UTC,2024-07-28 19:25:00 UTC
7UFW2TCCU9,2024-07-24 00:24:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH629,ETAYC,VTBS,BKK,HAAB,ADD,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-07-24 @ 00:24 UTC,2024-07-24 @ 02:09 UTC,01:45:00,d315cb04-c18a-4fdf-ad1f-28e6cbba42ac,8f13f7d7-5f8b-4105-9309-905da0bcf4c8,4,4,6300,27000,6944.15,225,225,false,2024-07-23 18:50:00 UTC,2024-07-24 02:20:00 UTC,2024-07-23 18:50:00 UTC,2024-07-24 03:30:00 UTC
FMXQL74LAM,2024-07-24 07:22:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE85H,A6EPL,OMDB,DXB,FACT,CPT,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-24 @ 07:22 UTC,2024-07-24 @ 09:30 UTC,02:08:00,a2c7095e-cdd2-451a-a6c1-180d94ed349a,84a774b3-fe29-4c74-be06-016959a33186,4,4,7680,32640,7993.73,199,199,false,2024-07-24 05:48:00 UTC,2024-07-24 14:52:00 UTC,,
LPPPZ7MEVM,2024-07-24 01:01:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR AUSTRAL,NY9EAMYFE4,REU974,FOLRD,LFPG,CDG,FMEE,RUN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-24 @ 01:01 UTC,2024-07-24 @ 01:29 UTC,00:28:00,a059fd5c-579d-4914-8734-131c4d6587e3,23c176ab-2b3b-4c68-998e-86b666906e66,31,31,1680,30840,9541.29,229,230,false,2024-07-23 17:48:00 UTC,2024-07-24 02:22:00 UTC,2024-07-23 17:00:00 UTC,2024-07-24 04:10:00 UTC
QWHDVQVVWL,2024-07-24 01:47:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR3W,A7BBA,OTHH,DOH,FSIA,SEZ,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-07-24 @ 01:47 UTC,2024-07-24 @ 01:47 UTC,00:00:00,e45bc7c8-244f-42eb-b5e9-c9eb86ea2921,7d13e2b3-1ceb-4f6d-8529-b1e94e345faa,2,2,0,15720,3592.17,89,89,false,2024-07-23 23:55:00 UTC,2024-07-24 04:17:00 UTC,,
7A9XY4NNPC,2024-07-24 08:59:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1687,A6FME,OMDB,DXB,HTZA,ZNZ,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-24 @ 08:59 UTC,2024-07-24 @ 11:03 UTC,02:04:00,b89ddcb6-513e-449e-8155-89cb50d5497f,56a211be-03cf-402b-ae8e-aa911157a5d7,36,36,7440,17100,4134.77,113,114,false,2024-07-24 07:15:00 UTC,2024-07-24 12:00:00 UTC,2024-07-24 06:20:00 UTC,2024-07-24 11:30:00 UTC
XLYFJ43D4E,2024-07-24 04:28:00 UTC,,,,245.00,USD,245.00,USD,Somalia,CONSTANTA,H3PCX4XKPM,UNO691P,URUZG,HCMM,MGQ,,,ANTONOV,ANTONOV An-26,AN26,24000.0,2024-07-24 @ 04:28 UTC,2024-07-24 @ 04:43 UTC,00:15:00,d9785463-ff05-4e8f-9779-8feb90e68bae,f5f1a304-13ea-44d2-8e9f-5bf5a5633198,16,16,900,900,76.47,16,16,false,2024-07-24 04:28:00 UTC,2024-07-24 04:43:00 UTC,,
M3ALXQW7VA,2024-07-23 22:33:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH610,ETAOV,HAAB,ADD,VABB,BOM,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-23 @ 22:33 UTC,2024-07-24 @ 00:27 UTC,01:54:00,9f605567-f1a0-4f0b-ba9c-f3114e0c1d7e,71608f91-3a05-47ff-8963-4ecffe31754d,4,4,6840,19200,4044.24,92,92,false,2024-07-23 22:21:00 UTC,2024-07-24 03:41:00 UTC,2024-07-23 21:20:00 UTC,2024-07-24 03:00:00 UTC
MCQHX3KCQN,2024-07-29 01:56:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EL AL - ISRAEL AIRLINES LTD.,VVYM9N3KFU,ELY081,4XECD,LLBG,TLV,VTBS,BKK,BOEING,BOEING 777-200,B772,247210.0,2024-07-29 @ 01:56 UTC,2024-07-29 @ 02:39 UTC,00:43:00,cc1adbdd-b213-4b7c-b35a-c683c6d72540,7f51683b-52e7-45db-b032-e78b5f512324,27,27,2580,41160,8770.46,276,276,false,2024-07-28 21:27:00 UTC,2024-07-29 08:53:00 UTC,2024-07-28 20:55:00 UTC,2024-07-29 08:10:00 UTC
VMY4UZ2P4K,2024-07-24 12:06:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB620,A6FEK,HUEN,EBB,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-07-24 @ 12:06 UTC,2024-07-24 @ 12:06 UTC,00:00:00,a22dddf7-cc6b-49c5-8796-666d41ed66a8,42a1670b-1904-43a5-83bd-272f919bccc3,2,2,0,19860,4195.45,89,90,false,2024-07-24 08:42:00 UTC,2024-07-24 14:13:00 UTC,2024-07-24 08:30:00 UTC,2024-07-24 14:10:00 UTC
7JF4DPZY39,2024-07-29 03:08:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH611,ETATL,VABB,BOM,HAAB,ADD,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-29 @ 03:08 UTC,2024-07-29 @ 03:08 UTC,00:00:00,c44c7830-f7e1-453a-b536-a6e78c612080,c5e65892-374a-4be5-9209-2416b190f135,4,4,0,16680,3876.4,40,40,false,2024-07-28 22:52:00 UTC,2024-07-29 03:30:00 UTC,2024-07-28 22:35:00 UTC,2024-07-29 04:00:00 UTC
DPEZUUFADW,2024-07-29 02:00:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR3W,A7BBI,OTHH,DOH,FSIA,SEZ,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-07-29 @ 02:00 UTC,2024-07-29 @ 02:00 UTC,00:00:00,f77e7a45-2e81-4ea0-99dd-84c1281e6c7f,560f1c40-253f-429f-a876-b621f03f92cd,2,2,0,15960,3632.85,101,101,false,2024-07-28 23:58:00 UTC,2024-07-29 04:24:00 UTC,2024-07-28 23:45:00 UTC,2024-07-29 04:30:00 UTC
HMHLEHK3YW,2024-07-24 00:52:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE89J,A6EEX,OMDB,DXB,FIMP,MRU,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-07-24 @ 00:52 UTC,2024-07-24 @ 00:52 UTC,00:00:00,a81e8219-a877-4d18-9ef4-319cd9ae57a7,07c39417-26a0-450c-8b64-3dbdff6bec35,2,2,0,21600,5166.66,123,123,false,2024-07-23 23:10:00 UTC,2024-07-24 05:10:00 UTC,2024-07-23 22:35:00 UTC,2024-07-24 05:10:00 UTC
F9CKFW2XYJ,2024-07-29 08:49:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH641,ETAOS,VABB,BOM,HAAB,ADD,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-29 @ 08:49 UTC,2024-07-29 @ 10:36 UTC,01:47:00,2fb322c0-856c-4549-a40b-5efe6c07fea2,5505d652-02a8-4d31-83a0-79424d70e8ca,4,4,6420,15900,3845.4,53,53,false,2024-07-29 06:21:00 UTC,2024-07-29 10:46:00 UTC,2024-07-29 05:35:00 UTC,2024-07-29 11:00:00 UTC
A2W7NLVWFY,2024-07-24 12:13:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3691,ETARI,,,HAAB,ADD,BOEING,BOEING 777-200,B772,247210.0,2024-07-24 @ 12:13 UTC,2024-07-24 @ 12:13 UTC,00:00:00,af38b94f-7a8e-495f-ad74-9311fa4c37b0,fa8c880e-29a1-4efb-8de8-58364b61fe2f,4,4,0,32160,8526.9,296,296,false,2024-07-24 03:25:00 UTC,2024-07-24 12:21:00 UTC,,
HU3PVQ3TZJ,2024-07-24 04:24:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1686,A6FMN,HTZA,ZNZ,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-24 @ 04:24 UTC,2024-07-24 @ 06:47 UTC,02:23:00,e959eeda-1b5d-4b27-9c67-dabc2986039f,0a37464d-02ea-4a3b-a881-b6fcd6758017,41,41,8580,19260,4168.06,133,133,false,2024-07-24 03:31:00 UTC,2024-07-24 08:52:00 UTC,2024-07-24 03:15:00 UTC,2024-07-24 09:00:00 UTC
JVPFLC2PPK,2024-07-29 15:57:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH640,ETAOS,HAAB,ADD,VABB,BOM,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-29 @ 15:57 UTC,2024-07-29 @ 17:53 UTC,01:56:00,25a9c751-ce06-4297-96e0-5ec5b03ec3a3,7cad1804-bee4-4dee-89c4-b9d3b49adab9,4,4,6960,19020,3975.5,72,72,false,2024-07-29 15:44:00 UTC,2024-07-29 21:01:00 UTC,2024-07-29 15:20:00 UTC,2024-07-29 20:35:00 UTC
